date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,MACD_Line,MACD_Signal,Daily_Return,Cumulative_Returns,Peak,Drawdown,Annualized_Volatility,Sharpe_Ratio,Max_Drawdown
2009-01-02,2.7179999351501465,2.7265000343322754,2.553499937057495,2.567500114440918,145928000,,,,,,,,,,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-05,2.703000068664551,2.7869999408721924,2.65149998664856,2.7864999771118164,190196000,,,,,,-0.005518714806285296,0.9944812851937147,0.9944812851937147,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-06,2.868000030517578,2.9110000133514404,2.6875,2.727499961853028,221602000,,,,,,0.06104326957510864,1.0551876743731952,1.0551876743731952,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-07,2.809999942779541,2.8475000858306885,2.7674999237060547,2.814500093460083,158854000,,,,,,-0.020223182399189188,1.0338484215689698,1.0551876743731952,-0.020223182399189146,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-08,2.8580000400543213,2.865999937057495,2.7290000915527344,2.749500036239624,131558000,,,,,,0.017081885499008465,1.0515085019295416,1.0551876743731952,-0.003486746986349207,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-09,2.775500059127808,2.8499999046325684,2.734999895095825,2.845999956130981,133682000,,,,,,-0.02886633301969621,1.0211553073398016,1.0551876743731952,-0.03225243040638197,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-12,2.595999956130981,2.7149999141693115,2.5434999465942383,2.7060000896453857,191126000,,,,,,-0.06467306761767266,0.9551140611000694,1.0551876743731952,-0.0948396344115484,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-13,2.572499990463257,2.664499998092652,2.5374999046325684,2.5480000972747803,157664000,,,,,,-0.009052375217582065,0.9464680102434029,1.0551876743731952,-0.10303348567293887,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-14,2.424499988555908,2.505000114440918,2.407000064849853,2.505000114440918,208852000,,,,,,-0.057531585016914466,0.8920162054462947,1.0551876743731952,-0.15463739094927162,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-15,2.572000026702881,2.611500024795532,2.381500005722046,2.427999973297119,232346000,,,,,,0.06083730205947635,0.9462840647789789,1.0551876743731952,-0.10320781055266538,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-16,2.5794999599456787,2.616499900817871,2.4765000343322754,2.5899999141693115,165164000,,,,,,0.00291599267687892,0.9490434221821216,1.0551876743731952,-0.10059277109555476,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-20,2.421999931335449,2.5850000381469727,2.4135000705718994,2.5374999046325684,135344000,,,,,,-0.061058356679930426,0.8910963904057838,1.0551876743731952,-0.1555090984785102,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-21,2.5269999504089355,2.5344998836517334,2.4124999046325684,2.4655001163482666,116590000,,,,,,0.04335261026022863,0.9297277449233423,1.0551876743731952,-0.1188982135565399,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-22,2.496999979019165,2.5439999103546143,2.4130001068115234,2.470999956130981,142666000,,,39.842976330013556,,,-0.011871773636131566,0.9186902275923813,1.0551876743731952,-0.12935845451558783,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-23,2.531500101089477,2.571000099182129,2.422499895095825,2.444999933242798,115866000,,,42.57775392118434,,,0.013816628898757122,0.9313834295399399,1.0551876743731952,-0.11732912337778938,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-26,2.4814999103546143,2.5445001125335693,2.4260001182556152,2.509000062942505,143114000,,,39.75687997890959,,,-0.019751210246187423,0.9129874796032814,1.0551876743731952,-0.13476294144014125,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-27,2.421999931335449,2.5209999084472656,2.385999917984009,2.4649999141693115,174764000,,,36.64551079505522,,,-0.023977425415527165,0.8910963904057836,1.0551876743731952,-0.1555090984785104,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-28,2.5179998874664307,2.57450008392334,2.448499917984009,2.486000061035156,161132000,,,44.2292692420292,,,0.03963664692510904,0.9264164634085368,1.0551876743731952,-0.12203631078343606,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-29,2.5,2.5924999713897705,2.4570000171661377,2.497999906539917,359336000,,,43.18544369297384,,,-0.007148486207655069,0.9197939880973163,1.0551876743731952,-0.12831242210662264,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-01-30,2.940999984741211,2.986999988555908,2.861999988555908,2.868000030517578,795662000,2.6158499836921694,2.6062476991666057,64.98741620332358,,,0.17639999389648442,1.082045641983706,1.082045641983706,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-02,3.057499885559082,3.0999999046325684,2.906500101089477,2.928499937057495,386486000,2.632824981212616,2.6492240978706514,68.43356031070111,,,0.03961234322417795,1.1249080053381904,1.1249080053381904,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-03,3.179500102996826,3.2100000381469727,3.0,3.0434999465942383,293892000,2.65664998292923,2.699726574549335,71.58740240952308,,,0.039901953231123555,1.1697940319565112,1.1697940319565112,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-04,3.052999973297119,3.171999931335449,3.0415000915527344,3.1689999103546143,274526000,2.6658999800682066,2.733371660144362,64.40233260980743,,,-0.039786169398288385,1.1232524084399826,1.1697940319565112,-0.03978616939828842,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-05,3.1589999198913574,3.190500020980835,3.031500101089477,3.057499885559082,203392000,2.683349978923798,2.773907684882171,67.35871741647048,,,0.0347199304033281,1.1622516538863894,1.1697940319565112,-0.006447612027484007,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-06,3.327500104904175,3.3499999046325684,3.1589999198913574,3.1589999198913574,240898000,2.70682498216629,2.826630772503314,71.42178412134393,,,0.05333972437030399,1.2242458367536193,1.2242458367536193,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-09,3.3355000019073486,3.368000030517578,3.2690000534057617,3.328000068664551,188752000,2.7348249793052672,2.8750945086370314,71.60251622103212,0.15218777407717177,,0.0024041763338740196,1.2271891396211863,1.2271891396211863,0.0,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-10,3.1654999256134038,3.361500024795532,3.1535000801086426,3.307499885559082,214012000,2.7632999777793885,2.9027521673966863,62.54986183036346,0.15528361186645023,,-0.05096689437767443,1.1646431203606842,1.2271891396211863,-0.05096689437767436,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-11,3.2174999713897705,3.244999885559082,3.112499952316284,3.1549999713897705,166946000,2.795549976825714,2.932728148729361,64.0471992461808,0.16008766379329975,,0.016427119569838666,1.183774852155039,1.2271891396211863,-0.03537701407588114,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-12,3.197999954223633,3.212500095367432,3.0855000019073486,3.1624999046325684,161910000,2.8342249751091004,2.957992130205006,63.02948474991203,0.160471604374663,,-0.006060611449738351,1.1766004527321559,1.2271891396211863,-0.04122321918905371,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-13,3.1630001068115234,3.233999967575073,3.1435000896453857,3.198499917984009,82618000,2.8637749791145324,2.9775166994056264,61.1512620594898,0.156151665670496,,-0.010944292655753363,1.1637233930385633,1.2271891396211863,-0.05171635286978974,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-17,3.0834999084472656,3.132499933242798,3.059000015258789,3.0834999084472656,142522000,2.888974976539612,2.987610338361973,56.99657043045335,0.14464569598238386,,-0.025134427973319995,1.134473871235368,1.2271891396211863,-0.07555091989686126,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-18,3.117500066757202,3.138999938964844,3.026000022888184,3.1135001182556152,147320000,2.9237499833106995,2.999980788685328,58.301395527488594,0.13669492670750616,,0.011026482672106708,1.1469831277185025,1.2271891396211863,-0.06535749813385901,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-19,3.0975000858306885,3.2090001106262207,3.0834999084472656,3.1419999599456787,135378000,2.9522749900817873,3.00926834079441,57.20190118747497,0.12731247450419048,,-0.006415390697109946,1.1396247828311952,1.2271891396211863,-0.07135359494545462,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-20,3.193000078201294,3.2074999809265137,3.0420000553131104,3.053499937057495,187090000,2.9870749950408935,3.0267666014998276,60.98544799264405,0.12612892901258999,0.1416522055602346,0.030831312259671506,1.174760910369524,1.2271891396211863,-0.0427222076523966,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-23,3.0855000019073486,3.245500087738037,3.075999975204468,3.2079999446868896,146720000,3.0147749900817873,3.0323602586814964,55.08238412280795,0.11518877840725983,0.13635952012963967,-0.03366742050144367,1.1352097408114545,1.2271891396211863,-0.07495128162405698,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-24,3.2799999713897705,3.305000066757202,3.094500064849853,3.0985000133514404,205428000,3.054699993133545,3.0559449932251415,62.20971442797474,0.12082040979020281,0.1332516980617523,0.06303677503230887,1.206769701857472,1.2271891396211863,-0.016639193669866985,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-25,3.185499906539917,3.2874999046325684,3.1410000324249268,3.244999885559082,182442000,3.092874991893768,3.068283556397977,57.44071491518736,0.1163173191216913,0.1298648222737401,-0.02881099563236056,1.1720014652479913,1.2271891396211863,-0.044970797566078934,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-26,3.117000102996826,3.236500024795532,3.117000102996826,3.2060000896453857,145506000,3.122825002670288,3.0729232275026295,54.19739783995532,0.10599933134524164,0.12509172408804042,-0.021503627547581727,1.1467991822540784,1.2271891396211863,-0.06550738983228205,0.346527589575433,0.9472467951354043,-0.561452632532826
2009-02-27,3.239500045776367,3.253999948501587,3.046999931335449,3.062999963760376,229766000,3.1598000049591066,3.0887876863858423,58.68960861155398,0.1064795434076995,0.12136928795197224,0.03930058990430063,1.1918690666184333,1.2271891396211863,-0.028781278991481064,0.346527589575433,0.9472467951354043,-0.561452632532826
