Date,Close,High,Low,Open,Volume,SMA20,EMA20,RSI14,MACD,MACD_Signal,MACD_Hist
2009-02-10,2.9340243339538574,3.0743818387098165,2.9109313004523463,3.038992995670997,849060800,2.712329864501953,2.7919930377633864,60.16384385879296,0.07466571338768935,,
2009-02-11,2.9037322998046875,2.948418771182084,2.872241787711885,2.890236823677585,674973600,2.7259907960891723,2.80263487224351,58.00745922150817,0.07376866736767074,,
2009-02-12,2.977210998535156,2.991606829853187,2.874041841779786,2.874041841779786,817188400,2.746894598007202,2.8192611699855714,61.602556648112824,0.07808673357700746,,
2009-02-13,2.9739110469818115,2.997303986085087,2.942720261299045,2.968812054564063,608977600,2.7705575466156005,2.833989729699499,61.34853338693583,0.08031671257918971,,
2009-02-17,2.835052013397217,2.9103296286596696,2.827554684056721,2.9052314366996623,678238400,2.7888520121574403,2.8340908995754717,51.68959983828886,0.07007148304903232,,
2009-02-18,2.8302550315856934,2.874641596048768,2.780770272833597,2.8506492102246623,684779200,2.8130997896194456,2.83372557881454,51.38859715143346,0.06086339318090683,,
2009-02-19,2.71838903427124,2.826656203984008,2.7024934133205183,2.800264475917614,922804400,2.824811351299286,2.8227411460008924,44.8321116148227,0.044031694573320124,,
2009-02-20,2.7351834774017334,2.7711725545464363,2.6692026684204944,2.681199361155109,750316000,2.8290701031684877,2.81440232042002,45.94711306533053,0.03168240828350344,0.05906298916714767,-0.02738058088364423
2009-02-23,2.607722043991089,2.759176733818222,2.5945262784481256,2.748680024781725,786982000,2.826955783367157,2.7947184845696458,39.4331097900826,0.011478124812472679,0.04954601629621268,-0.03806789148374
2009-02-24,2.70669174194336,2.7258860513812686,2.6092212086814053,2.622716888417309,807105600,2.827870488166809,2.786334985271904,45.852268853276655,0.0034127717893395193,0.040319367394838046,-0.03690659560549853
2009-02-25,2.7339835166931152,2.7867677655586607,2.676700908296421,2.694995665234189,833053200,2.8285153031349184,2.7813491311215435,47.504530798764755,-0.0007680073432130285,0.03210189244722783,-0.03286989979044086
2009-02-26,2.674901247024536,2.786767601690721,2.668003549256416,2.7591758095591192,629868400,2.8210025310516356,2.771211237398019,44.34954179831752,-0.008747909858310532,0.02393193198612016,-0.03267984184443069
2009-02-27,2.6785004138946533,2.7381823609699323,2.629314772539612,2.637112623132673,706658400,2.8154691815376283,2.7623816351596036,44.590961620089175,-0.014613165926274707,0.01622291240364119,-0.030836078329915896
2009-03-02,2.637411594390869,2.7351828145783923,2.629314028969135,2.642810305024992,770929600,2.812185084819794,2.7504797265149623,42.333133086268525,-0.02231966080117731,0.008514397762677489,-0.0308340585638548
2009-03-03,2.6503071784973145,2.721386151985095,2.6356116364164595,2.667102140935933,724340400,2.807476484775543,2.7409394838466152,43.30342624977739,-0.027074450238251835,0.001396628162491624,-0.02847107840074346
2009-03-04,2.7342824935913086,2.7822682488792743,2.6826983322126337,2.7045914889487936,741403600,2.8047622442245483,2.7403054847746815,49.28737682325128,-0.023792286339706425,-0.0036411547379479863,-0.020151131601758437
2009-03-05,2.6644036769866943,2.7552761975316358,2.6527077055553656,2.7129890682572024,706899200,2.797699344158173,2.7330767411758257,45.02848059177282,-0.02652403177409468,-0.008217730145177326,-0.018306301628917353
2009-03-06,2.558236122131348,2.6512082760696827,2.4691622921753056,2.6494085721881757,1011147200,2.7809643745422363,2.71642525364778,39.45086205896121,-0.03683122665532057,-0.013940429447205974,-0.022890797208114596
2009-03-09,2.492555618286133,2.6272152933245274,2.4763610838551,2.5246465717307918,698297600,2.756056773662567,2.69510433599429,36.44333865017445,-0.049726405553844444,-0.021097624668533668,-0.028628780885310776
2009-03-10,2.6581056118011475,2.674300942415701,2.5300437543429832,2.5453389328214158,844258800,2.7352429747581484,2.6915806479758952,47.34035955278895,-0.04605651597110416,-0.026089402929047767,-0.019967113042056395
2009-03-11,2.7795701026916504,2.821257810048632,2.686598134418269,2.6934958324744542,846372800,2.727520263195038,2.6999605960440625,53.62315293584896,-0.032966910717337594,-0.027464904486705737,-0.005502006230631858
2009-03-12,2.889636754989624,2.8965352534083006,2.759175730869412,2.786167887817669,768457200,2.7268154859542846,2.718024992134116,58.45970204793275,-0.01355558492816833,-0.024683040574998254,0.011127455646829924
2009-03-13,2.877040386199951,2.9151298832656747,2.849448795472044,2.8881377267135964,601168400,2.7218069553375246,2.7331693153784813,57.71784743536993,0.000802359817197118,-0.01958596049655918,0.020388320313756297
2009-03-16,2.8617446422576904,2.920826937212995,2.8245555050337323,2.8950348553512395,797244000,2.7161986351013185,2.7454145846050726,56.77566638562657,0.010822144818118495,-0.013504339433623643,0.024326484251742136
2009-03-17,2.988907814025879,2.989807165524587,2.85124837266008,2.8563473673103683,786646000,2.7238914251327513,2.7686044159784826,62.28737701934315,0.028693145118660723,-0.00506484252316677,0.0337579876418275
2009-03-18,3.044689655303955,3.103472027238185,2.9907063591741787,2.99640398534202,796037200,2.7346131563186646,2.794898248295194,64.43005763697494,0.046817487164132476,0.005311623414293079,0.041505863749839396
2009-03-19,3.047689914703369,3.0950752430754163,3.006601848129248,3.054587611694504,500180800,2.751078200340271,2.8189736450959724,64.54673258360503,0.060723274563082796,0.016393953644051024,0.04432932091903177
2009-03-20,3.0467898845672607,3.092376514935955,3.016199520153786,3.061785349675189,695587200,2.7666585206985475,2.840670429807524,64.47840569108718,0.07085432183558504,0.02728602728235783,0.043568294553227215
2009-03-23,3.228835105895996,3.243830567371206,3.051588422911704,3.080379276486674,666397200,2.7977141737937927,2.877638494196902,71.1342999846171,0.0925064212937059,0.04033010608462745,0.05217631520907845
2009-03-24,3.1940455436706543,3.2822192215800694,3.160756127183726,3.189846901976388,640612000,2.8220818638801575,2.907772498908688,68.49301879742237,0.10564087691620916,0.05339226025094379,0.05224861666526537
2009-03-25,3.193746328353882,3.249829667067901,3.114870273913673,3.2264369164776325,646618000,2.845070004463196,2.9350081017129925,68.46947090253205,0.11470365116023773,0.06565453843280258,0.049049112727435146
2009-03-26,3.295116424560547,3.298414914354123,3.22643676165679,3.233933893602784,616252000,2.8760807633399965,2.969304132460379,71.98367994262063,0.12858345459685738,0.07824032166561355,0.05034313293124383
2009-03-27,3.204543113708496,3.254928025773892,3.191047433986047,3.2459309059589256,492872800,2.9023828983306883,2.9917078449601995,65.01160148336983,0.13076738457641746,0.08874573424777434,0.04202165032864312
2009-03-30,3.13376522064209,3.149360123518083,3.0773819546053787,3.134364855188816,502796000,2.9272005796432494,3.0052371188346654,60.111888262516,0.12534211449155697,0.09606501029653086,0.029277104195026105
2009-03-31,3.152658224105835,3.222537140743519,3.14905901693043,3.1625546924086807,570080000,2.9523181319236755,3.0192772240985866,60.95775631449169,0.12117028077555059,0.10108606439233482,0.020084216383215767
2009-04-01,3.259726285934448,3.2690231199756776,3.1157688100363323,3.121767154988959,589372000,2.9785903215408327,3.042177134749621,65.43161128628948,0.12506193415503075,0.105881238344874,0.019180695810156745
2009-04-02,3.380290269851685,3.4414721989343904,3.2924165014129607,3.3032133242047217,812366800,3.014384651184082,3.074378385711722,69.649160632544,0.13630338285138244,0.1119656672461757,0.02433771560520674
2009-04-03,3.478661298751831,3.482860141217805,3.404583723077572,3.4246773826031345,636241200,3.060405910015106,3.1128815202869706,72.58787909415011,0.15140473233655438,0.11985348026425144,0.03155125207230294
2009-04-06,3.5524392127990723,3.561436331578804,3.397385168583417,3.447170640661461,658064400,3.113400089740753,3.1547441576690756,74.57613673799744,0.16739628154566732,0.12936204052053463,0.0380342410251327
2009-04-07,3.448970317840576,3.499055709742593,3.4246774151941985,3.4948568672366607,536580800,3.152943325042725,3.1827656967330276,67.21317482289743,0.16976369421656656,0.13744237125974101,0.03232132295682555
2009-04-08,3.488558292388916,3.502653604411718,3.436373884311088,3.4618660535479746,455630000,3.188392734527588,3.2118888010812072,68.4948341354721,0.17284189078347412,0.14452227516448765,0.028319615618986466
2009-04-09,3.586028814315796,3.5989248568753527,3.5377429332958226,3.55153952853862,530756800,3.2232123374938966,3.247521183294025,71.45365353540487,0.18105930134392523,0.15182968040037517,0.029229620943550055
2009-04-13,3.605522871017456,3.628316185255436,3.568934161910498,3.599224607755696,389236400,3.2596364617347717,3.2816165821248284,72.01963687871825,0.1869891711057341,0.15886157854144697,0.028127592564287124
2009-04-14,3.5482401847839355,3.604024000077753,3.516449752776594,3.586028962612896,454622000,3.293961238861084,3.307009306187601,67.76774708070059,0.18493459072264473,0.16407618097768653,0.0208584097449582
2009-04-15,3.5281460285186768,3.5464401798419813,3.471762787034596,3.5149492691525084,412882400,3.320923149585724,3.328069946409608,66.2893006516278,0.17961440740735313,0.16718382626361986,0.012430581143733271
2009-04-16,3.642411231994629,3.693395556065461,3.562634855727158,3.574631544142424,593446000,3.3508092284202577,3.3580072117034194,70.26230268123201,0.18251445770932495,0.17024995255276087,0.012264505156564076
2009-04-17,3.701494693756104,3.726387431027832,3.60642330534098,3.634314815405359,497495600,3.383499467372894,3.3907203052322465,72.09372900076326,0.18741985067663602,0.17368393217753592,0.013735918499100108
2009-04-20,3.613921403884888,3.688599226970684,3.5737332773403168,3.65081043937489,466466000,3.4118560433387755,3.4119775527229743,65.64094193285212,0.18214136505529677,0.1753754187530881,0.00676594630220867
2009-04-21,3.651707887649536,3.663105142139273,3.556936451113613,3.5656336498459003,470685600,3.432999682426453,3.4348090131921705,67.01290801440392,0.17894442072287742,0.17608921914704598,0.0028552015758314397
2009-04-22,3.644212007522583,3.759377853974713,3.634914170331183,3.677801945965208,938767200,3.4555080056190492,3.4547521555093526,66.4460916218501,0.1738024776520466,0.17563187084804613,-0.0018293931959995346
2009-04-23,3.760876178741455,3.814860487993383,3.704193014408173,3.797465686273932,945156800,3.483864498138428,3.4839068243886,70.61236803800432,0.17709977833307722,0.17592545234505236,0.0011743259880248602
2009-04-24,3.715890645980835,3.753079592223005,3.687999136511033,3.738084126884772,540764000,3.5049032092094423,3.5060005216830987,67.15001664631976,0.17407631296741854,0.1755556244695256,-0.0014793115021070613
2009-04-27,3.7407824993133545,3.748880265779243,3.67870082434568,3.6858992394056247,480690000,3.531715178489685,3.5283607100288377,68.08259845959543,0.17170940033461202,0.1747863796425429,-0.0030769793079308827
2009-04-28,3.715890645980835,3.785169944106135,3.696696338229274,3.699395193642762,455856800,3.5608214497566224,3.546220703929028,66.06286583343379,0.1659125044124723,0.17301160459652878,-0.007099100184056489
2009-04-29,3.7530810832977295,3.804365362883679,3.713792700239876,3.744383878124145,458110800,3.590842592716217,3.5659216924403325,67.60897849864386,0.16244679457952316,0.17089864259312765,-0.00845184801360449
2009-04-30,3.773773193359375,3.8088623152450913,3.7464815206403888,3.78546916689766,498489600,3.6165449380874635,3.5857170734802413,68.46967993868222,0.15953090198507036,0.1686250944715162,-0.009094192486445829
2009-05-01,3.816060543060303,3.837354271551657,3.7728732514602696,3.7728732514602696,397516000,3.6383334517478945,3.6076545467735803,70.21174101439688,0.15880170460675425,0.1666604164985638,-0.007858711891809561
2009-05-04,3.9609179496765137,3.966316061558243,3.829257035860029,3.846052007053217,609358400,3.6624462842941283,3.6412986803833833,75.25525184486659,0.16797626668023025,0.16692358653489708,0.0010526801453331625
2009-05-05,3.980111360549927,3.984609719364555,3.9324253134718377,3.951319701848822,398255200,3.683829891681671,3.673566554684959,75.83896503681875,0.17478115274273875,0.16849509977646543,0.0062860529662733255
2009-05-06,3.97381329536438,4.003804224264504,3.905433352811236,3.9987060306310775,473538800,3.7100720405578613,3.7021614823687132,75.21200005809749,0.17761839841517046,0.17031975950420644,0.007298638910964023
2009-05-07,3.8706459999084473,3.970515704795396,3.835855977176028,3.968716200149384,531776000,3.729176425933838,3.718207626896307,65.63930092078832,0.16958730067583172,0.17017326773853153,-0.0005859670626998104
2009-05-08,3.874543428421021,3.935725361455962,3.786669654305818,3.87004426812192,467964000,3.743602156639099,3.7330967508510415,65.81630653971712,0.16167341724942252,0.16847329764070973,-0.006799880391287205
2009-05-11,3.8859384059906006,3.927626097441287,3.8124602910448,3.819958621737685,404658800,3.7576229333877564,3.7476530989595713,66.36190910255979,0.15453965018585603,0.165686568149739,-0.01114691796388298
2009-05-12,3.7314858436584473,3.890138912705793,3.696396716243095,3.8856401526177926,609481600,3.766785216331482,3.7461133603594643,53.82225323963529,0.13486837870857782,0.15952293026150677,-0.02465455155292895
2009-05-13,3.5836293697357178,3.719489089979808,3.580329879344574,3.6951957911278273,595971600,3.769559383392334,3.730638694585774,45.04695142152769,0.10612463386264581,0.14884327098173458,-0.04271863711908877
2009-05-14,3.687397718429565,3.7047933194450064,3.589927414629721,3.592326352218827,447826400,3.7718087077140807,3.726520506380421,51.075785021377804,0.09067302530237775,0.1372092218458632,-0.04653619654348545
2009-05-15,3.671503782272339,3.7374839916929576,3.647210879512652,3.668504208616164,367567200,3.7703091621398928,3.7212808183701274,50.1679250095836,0.07626586100697708,0.12502054967808598,-0.04875468867110891
2009-05-18,3.798364400863648,3.7998643874274096,3.646010453251964,3.710791373239153,458841600,3.7795313119888307,3.728622111940939,56.77248845260283,0.07422900543801303,0.1148622408300714,-0.040633235392058376
2009-05-19,3.8223581314086914,3.8781411392724263,3.771073081533136,3.8034637447239006,372422400,3.7880638241767883,3.7375493518902485,57.90876094028963,0.07370129362047395,0.10663005138815192,-0.032928757767677966
2009-05-20,3.774972438812256,3.8751428115829234,3.757877553700966,3.827756680596556,388584000,3.794601845741272,3.74111345540663,54.84273717575296,0.06866788815892111,0.09903761874230575,-0.030369730583384644
2009-05-21,3.724287986755371,3.8022644877791794,3.685599853775073,3.753379566350111,407946000,3.7927724361419677,3.739511029820796,51.690258520032025,0.05989859268269404,0.09120981353038342,-0.03131122084768938
2009-05-22,3.6739020347595215,3.724286928899684,3.6514086425889607,3.720388004850039,297998400,3.790673005580902,3.7332625541006745,48.69368413284946,0.048326064812104885,0.08263306378672772,-0.03430699897462283
2009-05-26,3.922229528427124,3.923729515799863,3.735385399244571,3.741683664430318,636927200,3.7997453570365907,3.7512594087984317,60.765752927226245,0.05851814572102887,0.07781008017358795,-0.019291934452559084
2009-05-27,3.9903101921081534,4.04819224936868,3.9261286680479817,3.952221482379625,646422000,3.8134663343429565,3.7740261500660246,63.314292760616695,0.0712674569749856,0.07650155553386749,-0.005234098558881892
2009-05-28,4.050889492034912,4.060486442886708,3.959716256613413,4.002303301627087,487552800,3.828356754779816,3.800394087396395,65.46401851215205,0.0852766055928984,0.07825656554567367,0.007020040047224729
2009-05-29,4.073082447052002,4.07578130159583,4.014299873478035,4.060486324294553,456534400,3.843322217464447,3.8263644073635956,66.24440105792432,0.09705099929099825,0.0820154522947386,0.015035546996259655
2009-06-01,4.179252624511719,4.198446532471135,4.078782322719729,4.092878436999683,452499600,3.861481821537018,3.8599728089967504,69.76428309163484,0.11363937319038708,0.0883402364738683,0.02529913671651879
2009-06-02,4.183449745178223,4.238932831102158,4.149259581339804,4.168454684506897,456223600,3.872608411312103,3.8907801362521286,69.89791570243344,0.12567573988050773,0.09580733715519618,0.02986840272531155
2009-06-03,4.227237701416016,4.232035977633485,4.170854452154092,4.198745959283176,565199600,3.8849647283554076,3.9228237138867845,71.32197891031987,0.13716679587742941,0.10407922889964283,0.03308756697778659
2009-06-04,4.310912132263184,4.324108492749017,4.199945940657553,4.202644795787863,550634000,3.901819670200348,3.9597845156369176,73.86621702146053,0.15128148898103166,0.1135196809159206,0.03776180806511106
2009-06-05,4.338805675506592,4.390689378258974,4.295018540451344,4.357999586287723,632716000,3.9252276539802553,3.995881768957839,74.6728761440405,0.16284112960320218,0.12338397065337692,0.039457158949825266
2009-06-08,4.314211368560791,4.325607825306541,4.181651128032327,4.313312017102621,931652400,3.9472110509872436,4.026198873681929,72.54659641657427,0.16808014971203944,0.13232320646510942,0.03575694324693002
2009-06-09,4.280322551727295,4.335505740317,4.215241690543327,4.313012340353005,676964400,3.966930258274078,4.050401128733869,69.6055109431353,0.1675659703950716,0.13937175925110185,0.02819421114396975
2009-06-10,4.206243515014648,4.26922493902031,4.147761250380884,4.267125518177763,688623600,3.9906681418418883,4.065243260760609,63.54135094323517,0.15934410081757644,0.14336622756439676,0.015977873253179675
2009-06-11,4.19724702835083,4.245532923352282,4.15525979844904,4.185251535001145,524823600,4.021349024772644,4.077815048150154,62.82549564002577,0.150368909468094,0.1447667639451362,0.005602145522957791
2009-06-12,4.10787296295166,4.171753336464986,4.079980658098604,4.16305613645051,563085600,4.042372786998749,4.080677706702679,56.06770353548588,0.13449390351323132,0.14271219185875525,-0.008218288345523933
2009-06-15,4.081480979919434,4.106673633580615,4.045492103926332,4.07908204185881,539750400,4.062871646881104,4.080754208913799,54.21323520223752,0.11841818335214249,0.1378533901574327,-0.019435206805290206
2009-06-16,4.089280605316162,4.152861094408121,4.081782269608082,4.098577244221133,514805200,4.07741745710373,4.081566246666405,54.69019877861152,0.10509594327635963,0.1313019007812181,-0.026205957504858463
2009-06-17,4.066185474395752,4.12226880297371,4.034694961691509,4.098875255764075,571412800,4.089608824253082,4.080101411212057,52.93189438495882,0.09161826960195185,0.12336517454536484,-0.03174690494341299
2009-06-18,4.07518196105957,4.138762811165959,4.066484761944353,4.082079656821944,427680400,4.104619300365448,4.079632892149916,53.55826331421804,0.08073242426781135,0.11483862448985416,-0.034106200222042804
2009-06-19,4.183150768280029,4.183750202394594,4.105773714552367,4.140862433340086,721856800,4.1275624394416806,4.089491737495641,60.3737451147754,0.07989649674135268,0.10785019894015387,-0.02795370219880118
2009-06-22,4.119870185852051,4.245532754027534,4.0886799823529785,4.218841310831853,634914000,4.149860846996307,4.092384923053395,55.255506571597884,0.07328304271079755,0.10093676769428261,-0.027653724983485062
2009-06-23,4.019099712371826,4.1072734068291386,3.9852102547549206,4.090779154659141,706532400,4.154704356193543,4.085405379178959,48.24185876608816,0.05922775699372629,0.09259496555417135,-0.03336720856044506
2009-06-24,4.0853800773620605,4.123768693883101,4.0445929231028215,4.06138789277782,485525600,4.159457850456238,4.085402969482112,52.511515626653406,0.052828143374230585,0.0846416011181832,-0.03181345774395261
2009-06-25,4.194546699523926,4.204743886370788,4.055088777342282,4.071283508546024,589447600,4.166640710830689,4.095797610438475,58.57310302127675,0.055920619447375586,0.07889740478402169,-0.0229767853366461
2009-06-26,4.271925449371338,4.305515395021299,4.19094935861711,4.192448945514317,439384400,4.176582860946655,4.112571690336843,62.25115798959575,0.06387889135066072,0.0758937020973495,-0.012014810746688781
2009-06-29,4.2578301429748535,4.317212193712106,4.244934093627971,4.302516639746057,567616000,4.180511736869812,4.12640582868332,61.1854904144843,0.06826162818513026,0.07436728731490565,-0.006105659129775384
2009-06-30,4.27162504196167,4.3127125169604765,4.252731050071809,4.276123802137205,434224000,4.1849205017089846,4.140236229947925,61.87339956677669,0.07201793385000155,0.07389741662192484,-0.001879482771923291
2009-07-01,4.283621311187744,4.338505789726608,4.2743246735224085,4.303715775070223,414178800,4.187739682197571,4.153891951970765,62.49588369652972,0.07509715852455834,0.07413736500245154,0.0009597935221068027
2009-07-02,4.199344158172607,4.283618889773601,4.192446462953669,4.236233573576064,370479200,4.182161283493042,4.158220733513797,55.62491603294092,0.06993088464131336,0.0732960689302239,-0.0033651842889105416
2009-07-06,4.1570587158203125,4.168455974524963,4.086279829243563,4.159757571305305,498688400,4.173073935508728,4.158110065162037,52.50574613473955,0.06171310332415736,0.0709794758090106,-0.009266372484853236
2009-07-07,4.060787200927734,4.189149010506141,4.054189420332775,4.15315973307009,461596800,4.160402727127075,4.1488412209492465,46.1594298886255,0.04689160847371099,0.06616190234195068,-0.019270293868239696
2009-07-08,4.115370750427246,4.139963568960996,4.031395907325087,4.076383102555207,575929200,4.152155137062072,4.145653557090008,49.85983510716407,0.03909919214384949,0.06074936030233045,-0.021650168158480955
2009-07-09,4.089578628540039,4.1384639474664295,4.076682584985246,4.131566249948114,343025200,4.146321892738342,4.140313087704297,48.17494775895175,0.03049095661071899,0.05469767956400816,-0.02420672295328917
2009-07-10,4.154359817504883,4.167855296061698,4.088378807931999,4.0889794434195,445275600,4.144177532196045,4.1416508714948295,52.515256771875464,0.02856686741687753,0.04947151713458204,-0.02090464971770451
2009-07-13,4.268926620483398,4.268926620483398,4.124670340023138,4.18495174169696,483501200,4.152230215072632,4.153772371398503,59.047416159196786,0.03587307392805883,0.0467518284932774,-0.01087875456521857
2009-07-14,4.266825675964356,4.294117752096421,4.2335364546075205,4.259628461016767,347247600,4.161497449874878,4.164539352785727,58.887436120142915,0.04102090312557838,0.04560564341973759,-0.004584740294159215
2009-07-15,4.405083179473877,4.4086821860802505,4.328306373988847,4.349899612780046,485587200,4.177287578582764,4.187448288660789,65.50988165213984,0.05561571655886066,0.04760765804756221,0.008008058511298453
2009-07-16,4.424278736114502,4.439275003009589,4.3657968589943295,4.371494887829797,393570800,4.1951922416687015,4.2100035693706666,66.32102823098401,0.06794787158408777,0.051675700754867326,0.016272170829220445
2009-07-17,4.551141262054443,4.55923902976776,4.457569059485541,4.471065339007735,602154000,4.218990206718445,4.242492873435788,71.15012510494225,0.08695556922488379,0.05873167444887062,0.02822389477601317
2009-07-20,4.585931777954102,4.6498133850618,4.525350463608378,4.596729205074539,735526400,4.239129257202149,4.27520134053277,72.32218833502364,0.10363200517790272,0.06771174059467705,0.03592026458322567
2009-07-21,4.543942451477051,4.601525771592927,4.491158608955356,4.597327329862993,874781600,4.260332870483398,4.300795732051273,68.69480284282888,0.11216702148847713,0.07660279677343707,0.03556422471504006
2009-07-22,4.700796127319336,4.760478870201442,4.68190173751709,4.7322866435152005,874104000,4.294417691230774,4.338891007791089,73.95081910661123,0.13008828736607825,0.08729989489196531,0.04278839247411294
2009-07-23,4.733185291290283,4.751778957029607,4.665405203137787,4.697495944166772,526962800,4.326807951927185,4.376442844314822,74.88839087279754,0.14523042855713886,0.09888600162500003,0.04634442693213883
2009-07-24,4.798269271850586,4.798568788833372,4.69360009908029,4.707095981951681,438362400,4.356994080543518,4.416616789794419,76.70294731947934,0.16063076636056284,0.1112349545721126,0.04939581178845023
2009-07-27,4.801566123962402,4.824959274241837,4.716392008559748,4.803665545179347,433311200,4.383476114273071,4.453278631143751,76.79442146955518,0.1711290047925571,0.12321376461620151,0.047915240176355595
2009-07-28,4.7985687255859375,4.801567499188231,4.726589750231765,4.764978777341585,363554800,4.4105130434036255,4.486163402043006,76.50032462548823,0.17716482358197894,0.13400397640935702,0.04316084717262192
2009-07-29,4.799465179443359,4.812061702747012,4.7460815157077,4.765575734682683,382158000,4.43690505027771,4.516001666557326,76.52927507761736,0.17994628107705335,0.14319243734289627,0.03675384373415708
2009-07-30,4.882242202758789,4.940124237096338,4.843553273116211,4.849551618862908,469604800,4.466836094856262,4.550881717624132,79.09079404553783,0.18667811110460164,0.15188957209523735,0.034788539009364294
2009-07-31,4.9002366065979,4.94852209023793,4.885840576313901,4.888239914694568,422536800,4.501880717277527,4.58415361181211,79.61170597332094,0.19126040204663042,0.15976373808551597,0.031496663961114446
2009-08-03,4.991408348083496,4.997706208997221,4.944621664287568,4.954818448886245,394240000,4.543598198890686,4.62293977717129,82.05154563866392,0.19994386974597056,0.1677997644176069,0.03214410532836365
2009-08-04,4.965015411376953,4.965615245763138,4.924827708773013,4.946420945828701,395810800,4.588809609413147,4.6555184090004005,79.10052717614465,0.20236317433443585,0.17471244640097272,0.027650727933463126
2009-08-05,4.951820373535156,5.020199098169633,4.924828223757768,4.971014275053193,423183600,4.630632090568542,4.683737643717996,77.59792886240078,0.20089991224018977,0.17994993956881616,0.020949972671373607
2009-08-06,4.915833473205566,4.993809986972527,4.891240649388454,4.965917671674994,341616800,4.6719448328018185,4.705842008431098,73.49727384575107,0.19459327425128148,0.18287860650530924,0.01171466774597224
2009-08-07,4.963815689086914,4.996506264995161,4.942522367736193,4.963216255082325,387354800,4.712417626380921,4.730410930398318,75.36645167476551,0.1912622300937965,0.18455533122300669,0.006706898870789818
2009-08-10,4.940125465393066,4.996508728160121,4.908335025878532,4.968317697412165,300294400,4.745977568626404,4.750383743254962,72.64234886017317,0.18458299269461875,0.18456086351732912,2.2129177289637036e-05
2009-08-11,4.883442401885986,4.929928389008627,4.854951055008189,4.909234092239813,355342400,4.776808404922486,4.763055996457917,66.45321000313291,0.17272473618820694,0.1821936380515047,-0.009468901863297768
